cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ233,Data Protection,Article 89(1),"The further processing of personal data for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes is to be carried out when the controller has assessed the feasibility to fulfil those purposes by processing data which do not permit or no longer permit the identification of data subjects...""",Under what condition should further processing for archiving or research purposes be carried out using non-identifiable data?,"cco:Condition, cco:appliesUnder, cco:hasConditionExpression",,,
CQ234,Data Protection,Article 89(1),"Member States should provide for appropriate safeguards for the processing of personal data for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes.""","What obligation requires Member States to provide appropriate safeguards for processing personal data for archiving, research or statistical purposes?","cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ235,Data Protection,Article 89(2),"Member States should be authorised to provide, under specific conditions and subject to appropriate safeguards for data subjects, specifications and derogations with regard to the information requirements and rights to rectification, to erasure, to be forgotten...""",What permission allows Member States to provide specifications and derogations for information requirements and data subject rights under specific conditions?,"cco:Permission, cco:appliesToRole, cco:hasAction",,,
CQ236,Data Protection,Article 3,"This Regulation applies to the processing of personal data...""",Which regulation specifies norms for the processing of personal data for scientific research purposes?,"cco:Regulation, cco:appliesUnder, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ237,Data Protection,Article 3,"This Regulation applies to the processing of personal data...""",What type of norm governs the processing of personal data for statistical purposes under this regulation?,"cco:Norm, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ238,Data Protection,Article 3,"This Regulation applies to the processing of personal data...""",What action is permitted under this regulation when personal data are processed for scientific research purposes?,"cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ239,Data Protection,Article 3,"This Regulation applies to the processing of personal data...""",What resource is subject to processing under this regulation when used for archiving purposes in the public interest?,"cco:Regulation, cco:Resource, cco:hasObject, cco:regulates, cco:specifiesNorm",,,
CQ240,Data Protection,Article 3,"This Regulation applies to the processing of personal data...""",What condition must be satisfied for personal data to be processed for scientific research purposes under this regulation?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,,
CQ241,Data Protection,Article 3,"This Regulation applies to the processing of personal data...""",When does this regulation become applicable to the processing of personal data?,"cco:Regulation, cco:hasValidityStart",,,
CQ242,Data Protection,Article 1,"This Regulation lays down rules relating to the protection of natural persons with regard to the processing of personal data...""",Which regulation imposes obligations regarding the free movement of personal data within the Union?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ243,Data Protection,Article 1,"This Regulation protects fundamental rights and freedoms of natural persons and in particular their right to the protection of personal data.""",What obligation does this regulation establish concerning the protection of fundamental rights and freedoms of natural persons?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ244,Data Protection,Article 1,"The free movement of personal data within the Union shall be neither restricted nor prohibited for reasons connected with the protection of natural persons...""",Does this regulation restrict the free movement of personal data for reasons related to data protection?,"cco:Prohibition, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ245,Data Protection,Article 3,"This Regulation applies to the processing of personal data...""",What is the start date of validity for this regulation?,"cco:Regulation, cco:hasValidityStart",,,
CQ246,Data Protection,Article 3(1),"This Regulation applies to the processing of personal data in the context of the activities of an establishment of a controller or a processor in the Union...""",Which regulation specifies norms that apply to the processing of personal data by a controller established in the Union?,"cco:Condition, cco:Norm, cco:Regulation, cco:appliesUnder, cco:hasConditionExpression, cco:specifiesNorm",,,
