cq_id,domain,clause,excerpt,question,cco_elements,llm_model,llm_assessment,llm_reason
CQ118,Healthcare,Article 28.5(c),"no traveller on board the aircraft or ship shall leave its vicinity and no cargo shall be removed... unless authorized by the competent authority""",What restriction applies to travellers and cargo on a suspect conveyance that has landed elsewhere than intended?,"cco:Condition, cco:Prohibition, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains a clear prohibition with conditions and actions that can be represented using CCO classes and properties, including Prohibition, appliesUnder, hasAction, hasObject, and hasConditionExpression."
CQ119,Healthcare,Article 28.5(d),"when all health measures required by the competent authority have been completed, the aircraft or ship may... proceed either to the airport or port at which it was due to land or berth""",When may a suspect or affected aircraft or ship proceed to its original destination after completing health measures?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains a permission with an explicit condition that can be represented using CCO's Permission, Condition, appliesUnder, and hasConditionExpression properties."
CQ120,Healthcare,Article 28.6,"may take such emergency measures as may be necessary for the health and safety of travellers on board""",What emergency measures may the officer or pilot in command take for the health and safety of travellers?,"cco:Permission, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (may take emergency measures) that applies to a specific role (officer or pilot in command), with an implied condition (for health and safety of travellers), all representable using CCO classes and properties."
CQ121,Healthcare,Article 28.6,"He or she shall inform the competent authority as early as possible concerning any measures taken pursuant to this paragraph""",What obligation applies to the officer or pilot in command after taking emergency measures?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an explicit obligation with a specified role (""officer or pilot in command""), an action (""inform the competent authority""), and can be represented using CCO classes and properties."
CQ122,Healthcare,Article 30,"a suspect traveller who on arrival is placed under public health observation may continue an international voyage, if the traveller does not pose an imminent public health risk""",Under what condition may a suspect traveller continue an international voyage?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission with an explicit condition that can be represented using cco:Permission, cco:appliesUnder, and cco:hasConditionExpression."
CQ123,Healthcare,Article 30,"On arrival, the traveller shall report to that authority""",What obligation applies to a suspect traveller continuing a voyage under public health observation?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a clear action (""report to that authority"") and a condition (""on arrival""), which can be represented using CCO's Obligation, Action, Condition, and appliesUnder properties."
CQ124,Healthcare,Article 31.1(a),"States Parties... may require medical examination... when necessary to determine whether a public health risk exists""",Under what conditions may a State Party require a medical examination as a condition of entry?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The regulatory text contains a permission with an explicit condition, which can be represented using CCO's Permission class, appliesUnder property, and Condition class with hasConditionExpression."
CQ125,Healthcare,Article 31.2,"the State Party concerned may... deny entry to that traveller""",What action may a State Party take if a traveller refuses to consent to a required medical examination?,"cco:Condition, cco:Permission, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a permission (deny entry) with an explicit condition (traveller refuses consent), which can be represented using CCO's Permission, Condition, appliesUnder, hasAction, and hasConditionExpression properties."
CQ126,Healthcare,Article 31.2(a),"compel the traveller to undergo... the least invasive and intrusive medical examination that would achieve the public health objective""",What least invasive medical examination may a State Party compel a traveller to undergo in case of imminent public health risk?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains an obligation with a condition and an action, all of which can be represented using the provided CCO classes and properties."
CQ127,Healthcare,Article 31.2(c),"additional established health measures that prevent or control the spread of disease, including isolation, quarantine or placing under public health observation""",What additional health measures may be applied to a traveller posing an imminent public health risk?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a deontic structure (permission to apply measures under a condition) that can be represented using CCO classes and properties, including Condition, Permission, appliesUnder, hasAction, and hasConditionExpression."
CQ128,Healthcare,Article 32,"treat travellers with respect for their dignity, human rights and fundamental freedoms and minimize any discomfort or distress""",How shall States Parties treat travellers when implementing health measures?,"cco:Obligation, cco:appliesToRole, cco:hasAction",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on States Parties (Agent/Role) to perform specific actions (hasAction) regarding travellers (Resource), which can be represented using CCO classes and properties."
CQ129,Healthcare,Article 32(c),"providing or arranging for adequate food and water, appropriate accommodation and clothing, protection for baggage... appropriate medical treatment, means of necessary communication""",What accommodation and support must be provided to quarantined or isolated travellers?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause imposes an obligation on an agent to perform specific actions (providing/arranging resources) under a condition (quarantined or isolated travellers), which can be represented using CCO classes and properties."
CQ130,Healthcare,Article 33,"goods, other than live animals, in transit without transhipment shall not be subject to health measures under these Regulations""",Are goods in transit subject to health measures under the IHR?,"cco:Condition, cco:Prohibition, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression, cco:hasObject",deepseek-ai/DeepSeek-V3.1,Yes,"The clause contains a prohibition with a clear condition and object, which can be represented using CCO's Prohibition, Condition, appliesUnder, hasAction, and hasObject properties."
